candidate_number,name_ar,name_en,governorate,party,gender,additional_info
234,المرشح العراقي 234,Iraqi Candidate 234,ديالى,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 234
235,المرشح العراقي 235,Iraqi Candidate 235,بغداد,العزم,ذكر,معلومات إضافية للمرشح 235
236,المرشح العراقي 236,Iraqi Candidate 236,السليمانية,حركة امتداد,أنثى,معلومات إضافية للمرشح 236
237,المرشح العراقي 237,Iraqi Candidate 237,ميسان,الوطنية,أنثى,معلومات إضافية للمرشح 237
238,المرشح العراقي 238,Iraqi Candidate 238,نينوى,العزم,أنثى,معلومات إضافية للمرشح 238
239,المرشح العراقي 239,Iraqi Candidate 239,بغداد,حركة امتداد,أنثى,معلومات إضافية للمرشح 239
240,المرشح العراقي 240,Iraqi Candidate 240,الحلة,النصر,ذكر,معلومات إضافية للمرشح 240
241,المرشح العراقي 241,Iraqi Candidate 241,القادسية,الوطنية,ذكر,معلومات إضافية للمرشح 241
242,المرشح العراقي 242,Iraqi Candidate 242,كركوك,تحالف عزم,أنثى,معلومات إضافية للمرشح 242
243,المرشح العراقي 243,Iraqi Candidate 243,السليمانية,تقدم,أنثى,معلومات إضافية للمرشح 243
244,المرشح العراقي 244,Iraqi Candidate 244,ديالى,الوطنية,ذكر,معلومات إضافية للمرشح 244
245,المرشح العراقي 245,Iraqi Candidate 245,ذي قار,تحالف عزم,أنثى,معلومات إضافية للمرشح 245
246,المرشح العراقي 246,Iraqi Candidate 246,السليمانية,سائرون,ذكر,معلومات إضافية للمرشح 246
247,المرشح العراقي 247,Iraqi Candidate 247,السليمانية,النصر,أنثى,معلومات إضافية للمرشح 247
248,المرشح العراقي 248,Iraqi Candidate 248,ديالى,النصر,ذكر,معلومات إضافية للمرشح 248
249,المرشح العراقي 249,Iraqi Candidate 249,صلاح الدين,تقدم,أنثى,معلومات إضافية للمرشح 249
250,المرشح العراقي 250,Iraqi Candidate 250,كربلاء,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 250
251,المرشح العراقي 251,Iraqi Candidate 251,ديالى,تقدم,ذكر,معلومات إضافية للمرشح 251
252,المرشح العراقي 252,Iraqi Candidate 252,بابل,حركة امتداد,ذكر,معلومات إضافية للمرشح 252
253,المرشح العراقي 253,Iraqi Candidate 253,ديالى,النصر,أنثى,معلومات إضافية للمرشح 253
254,المرشح العراقي 254,Iraqi Candidate 254,المثنى,تحالف السيادة,ذكر,معلومات إضافية للمرشح 254
255,المرشح العراقي 255,Iraqi Candidate 255,ميسان,الوطنية,ذكر,معلومات إضافية للمرشح 255
256,المرشح العراقي 256,Iraqi Candidate 256,بغداد,تحالف عزم,أنثى,معلومات إضافية للمرشح 256
257,المرشح العراقي 257,Iraqi Candidate 257,نجف,تحالف عزم,ذكر,معلومات إضافية للمرشح 257
258,المرشح العراقي 258,Iraqi Candidate 258,أربيل,النصر,ذكر,معلومات إضافية للمرشح 258
259,المرشح العراقي 259,Iraqi Candidate 259,نينوى,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 259
260,المرشح العراقي 260,Iraqi Candidate 260,القادسية,سائرون,أنثى,معلومات إضافية للمرشح 260
261,المرشح العراقي 261,Iraqi Candidate 261,القادسية,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 261
262,المرشح العراقي 262,Iraqi Candidate 262,كركوك,سائرون,ذكر,معلومات إضافية للمرشح 262
263,المرشح العراقي 263,Iraqi Candidate 263,نجف,العزم,أنثى,معلومات إضافية للمرشح 263
264,المرشح العراقي 264,Iraqi Candidate 264,نجف,سائرون,أنثى,معلومات إضافية للمرشح 264
265,المرشح العراقي 265,Iraqi Candidate 265,كربلاء,العزم,ذكر,معلومات إضافية للمرشح 265
266,المرشح العراقي 266,Iraqi Candidate 266,بغداد,الوطنية,أنثى,معلومات إضافية للمرشح 266
267,المرشح العراقي 267,Iraqi Candidate 267,نينوى,تقدم,أنثى,معلومات إضافية للمرشح 267
268,المرشح العراقي 268,Iraqi Candidate 268,واسط,الفتح,ذكر,معلومات إضافية للمرشح 268
269,المرشح العراقي 269,Iraqi Candidate 269,ديالى,الوطنية,أنثى,معلومات إضافية للمرشح 269
270,المرشح العراقي 270,Iraqi Candidate 270,بغداد,الحكمة,أنثى,معلومات إضافية للمرشح 270
271,المرشح العراقي 271,Iraqi Candidate 271,الحلة,الحزب الشيوعي العراقي,أنثى,معلومات إضافية للمرشح 271
272,المرشح العراقي 272,Iraqi Candidate 272,دهوك,تحالف السيادة,ذكر,معلومات إضافية للمرشح 272
273,المرشح العراقي 273,Iraqi Candidate 273,كربلاء,تقدم,أنثى,معلومات إضافية للمرشح 273
274,المرشح العراقي 274,Iraqi Candidate 274,القادسية,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 274
275,المرشح العراقي 275,Iraqi Candidate 275,القادسية,تحالف السيادة,أنثى,معلومات إضافية للمرشح 275
276,المرشح العراقي 276,Iraqi Candidate 276,المثنى,تحالف السيادة,أنثى,معلومات إضافية للمرشح 276
277,المرشح العراقي 277,Iraqi Candidate 277,الأنبار,دولة القانون,ذكر,معلومات إضافية للمرشح 277
278,المرشح العراقي 278,Iraqi Candidate 278,كركوك,الحكمة,ذكر,معلومات إضافية للمرشح 278
279,المرشح العراقي 279,Iraqi Candidate 279,كركوك,النصر,أنثى,معلومات إضافية للمرشح 279
280,المرشح العراقي 280,Iraqi Candidate 280,ذي قار,تحالف عزم,أنثى,معلومات إضافية للمرشح 280
281,المرشح العراقي 281,Iraqi Candidate 281,ذي قار,سائرون,ذكر,معلومات إضافية للمرشح 281
282,المرشح العراقي 282,Iraqi Candidate 282,السليمانية,حركة امتداد,أنثى,معلومات إضافية للمرشح 282
283,المرشح العراقي 283,Iraqi Candidate 283,ديالى,الحكمة,أنثى,معلومات إضافية للمرشح 283
284,المرشح العراقي 284,Iraqi Candidate 284,بابل,دولة القانون,ذكر,معلومات إضافية للمرشح 284
285,المرشح العراقي 285,Iraqi Candidate 285,أربيل,دولة القانون,ذكر,معلومات إضافية للمرشح 285
286,المرشح العراقي 286,Iraqi Candidate 286,المثنى,دولة القانون,أنثى,معلومات إضافية للمرشح 286
287,المرشح العراقي 287,Iraqi Candidate 287,بغداد,الاتحاد الوطني الكردستاني,أنثى,معلومات إضافية للمرشح 287
288,المرشح العراقي 288,Iraqi Candidate 288,البصرة,تحالف عزم,أنثى,معلومات إضافية للمرشح 288
289,المرشح العراقي 289,Iraqi Candidate 289,كربلاء,الحزب الشيوعي العراقي,ذكر,معلومات إضافية للمرشح 289
290,المرشح العراقي 290,Iraqi Candidate 290,ميسان,الحزب الديمقراطي الكردستاني,أنثى,معلومات إضافية للمرشح 290
291,المرشح العراقي 291,Iraqi Candidate 291,القادسية,تحالف عزم,أنثى,معلومات إضافية للمرشح 291
292,المرشح العراقي 292,Iraqi Candidate 292,البصرة,تحالف عزم,أنثى,معلومات إضافية للمرشح 292
293,المرشح العراقي 293,Iraqi Candidate 293,دهوك,حركة امتداد,ذكر,معلومات إضافية للمرشح 293
294,المرشح العراقي 294,Iraqi Candidate 294,البصرة,النصر,أنثى,معلومات إضافية للمرشح 294
295,المرشح العراقي 295,Iraqi Candidate 295,كربلاء,الحكمة,أنثى,معلومات إضافية للمرشح 295
296,المرشح العراقي 296,Iraqi Candidate 296,ميسان,سائرون,ذكر,معلومات إضافية للمرشح 296
297,المرشح العراقي 297,Iraqi Candidate 297,واسط,العزم,أنثى,معلومات إضافية للمرشح 297
298,المرشح العراقي 298,Iraqi Candidate 298,دهوك,الفتح,ذكر,معلومات إضافية للمرشح 298
299,المرشح العراقي 299,Iraqi Candidate 299,المثنى,سائرون,ذكر,معلومات إضافية للمرشح 299
300,المرشح العراقي 300,Iraqi Candidate 300,كربلاء,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 300
301,المرشح العراقي 301,Iraqi Candidate 301,أربيل,تقدم,ذكر,معلومات إضافية للمرشح 301
302,المرشح العراقي 302,Iraqi Candidate 302,واسط,سائرون,ذكر,معلومات إضافية للمرشح 302
303,المرشح العراقي 303,Iraqi Candidate 303,نجف,الحكمة,أنثى,معلومات إضافية للمرشح 303
304,المرشح العراقي 304,Iraqi Candidate 304,أربيل,النصر,أنثى,معلومات إضافية للمرشح 304
305,المرشح العراقي 305,Iraqi Candidate 305,صلاح الدين,تقدم,أنثى,معلومات إضافية للمرشح 305
306,المرشح العراقي 306,Iraqi Candidate 306,كربلاء,الوطنية,أنثى,معلومات إضافية للمرشح 306
307,المرشح العراقي 307,Iraqi Candidate 307,ذي قار,تقدم,ذكر,معلومات إضافية للمرشح 307
308,المرشح العراقي 308,Iraqi Candidate 308,نينوى,النصر,أنثى,معلومات إضافية للمرشح 308
309,المرشح العراقي 309,Iraqi Candidate 309,المثنى,حركة امتداد,أنثى,معلومات إضافية للمرشح 309
310,المرشح العراقي 310,Iraqi Candidate 310,السليمانية,العزم,ذكر,معلومات إضافية للمرشح 310
311,المرشح العراقي 311,Iraqi Candidate 311,نينوى,الوطنية,أنثى,معلومات إضافية للمرشح 311
312,المرشح العراقي 312,Iraqi Candidate 312,دهوك,الحكمة,ذكر,معلومات إضافية للمرشح 312
313,المرشح العراقي 313,Iraqi Candidate 313,نجف,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 313
314,المرشح العراقي 314,Iraqi Candidate 314,ديالى,النصر,ذكر,معلومات إضافية للمرشح 314
315,المرشح العراقي 315,Iraqi Candidate 315,السليمانية,الحزب الديمقراطي الكردستاني,ذكر,معلومات إضافية للمرشح 315
316,المرشح العراقي 316,Iraqi Candidate 316,السليمانية,دولة القانون,ذكر,معلومات إضافية للمرشح 316
